"","issu","act","ctxt","summ","area","date","id"
"871","CD",NA,"Council Motion","Hon Andrew CHENG moved a motion on ""Immediately consulting the public on election by universal suffrage"" for debate in Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0225ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 142""]","Constitutional Affairs","25.2.04",205
"872","CD",NA,"House Committee","CS briefed HC on the work progress of the Task Force. [<a href=""http://www.legco.gov.hk/yr03-04/english/hc/papers/shc0227cb2-1459-3e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr03-04/english/hc/papers/shc0227cb2-1445e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","27.2.04",206
"873","CD",NA,"Constitutional Affairs Panel","The Panel was briefed on the progress of work of the Task Force since 16.2.04. [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0315cb2-1686-3e.pdf"" target=""_blank"">Paper</a>]","Constitutional Affairs","15.3.04",207
"874","CD",NA,"Council Motion","Hon James To moved a motion on ""Respecting and complying with the principles prescribed in the Basic Law"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0317ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 138""]","Constitutional Affairs","17.3.04",208
"875","CD",NA,"Press Release","CE announced at a press conference that -
<table>
<tr><td valign=""top"">&bull;&nbsp;</td><td valign=""top"">NPCSC would give an interpretation of Article 7 of Annex I and Article III of Annex II to the Basic Law at its meeting on 2.4.04 to 6.4.04; and
</td></tr><tr><td valign=""top"">&bull;&nbsp;</td><td valign=""top"">the Task Force would meet with representatives of NPCSC on 30.3.04</td></tr></table>
[<a href=""http://www.info.gov.hk/gia/general/200403/26/0326311.htm"" target=""_blank"">CE's transcripts on constitutional development</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200403/26/0326318.htm"" target=""_blank"">CS's statement</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200403/26/0326310.htm"" target=""_blank"">Transcript of question and answer session</a>]","Constitutional Affairs","26.3.04",209
"876","CD",NA,"Press Release","The Task Force met representatives of NPCSC in Shenzhen.
<br /><br />The First Report of the Task Force was published.
[<a href=""http://www.info.gov.hk/gia/general/200403/30/0330222.htm"" target=""_blank"">CS's statement</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200403/30/0330254.htm"" target=""_blank"">Transcript of question and answer session</a>]","Constitutional Affairs","30.3.04",210
"877","CD",NA,"Constitutional Affairs Panel","The Panel was briefed on the First Report of the Task Force.
[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0331cb2-report-e.pdf"" target=""_blank"">First Report of the Task Force</a>] 
[<a href=""http://www.legco.gov.hk/yr03-04/chinese/panels/ca/papers/ca0331cb2-annex-ce-scan.pdf"" target=""_blank"">Annexes 1, 2 and 3 to the Report</a>] 
[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0331cb2-1902-1e.pdf"" target=""_blank"">Paper</a>] 
[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0331cb2-1912-1e-scan.pdf"" target=""_blank"">Submission from the Article 45 Concern Group</a>]","Constitutional Affairs","31.3.04",211
"878","CD",NA,"Press Release","The interpretation of NPCSC of Article 7 of Annex I and Article III of Annex II to the Basic Law was promulgated.  CE was required to make a report to NPCSC as regards whether there was a need to amend the methods for electing CE in 2007 and for forming LegCo in 2008 (the ""electoral methods""). 
[<a href=""http://www.info.gov.hk/gia/general/200404/06/0406219.htm"" target=""_blank"">CE's transcript</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200404/06/0406212.htm"" target=""_blank"">CS's statement</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200404/06/0406232.htm"" target=""_blank"">CS's transcript</a>]","Constitutional Affairs","6.4.04",212
"879","CD",NA,"Press Release","CE submitted a report to NPCSC in accordance with the NPCSC Interpretation.  CE considered that ""electoral methods"" should be amended and requested NPCSC to make a determination in this respect.
<br /><br />The Second Report of the Task Force was published. The Report was attached as an annex to the CE's report to NPCSC.
<br /><br />SCA presented the two reports to the Deputy Secretary-General of NPCSC at the Great Hall of the People.
[<a href=""http://www.info.gov.hk/gia/general/200404/15/0415169.htm"" target=""_blank"">Press release</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200404/15/0415216.htm"" target=""_blank"">CE's transcript</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200404/15/0415200.htm"" target=""_blank"">CS's statement</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200404/15/0415231.htm"" target=""_blank"">Transcript of question and answer session</a>]","Constitutional Affairs","15.4.04",213
"880","CD",NA,"Constitutional Affairs Panel","The Task Force briefed the Panel on the CE Report to NPCSC and the Second Report of the Task Force.
[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0416cb2-cereport-e.pdf"" target=""_blank"">Report by CE</a>] 
[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0416cb2-report2-e.pdf"" target=""_blank"">Second Report of the Task Force</a>]
[<a href=""http://www.legco.gov.hk/yr03-04/chinese/panels/ca/papers/ca0416cb2-annex-ce-scan.pdf"" target=""_blank"">Annexes 1, 2 and 3 to the Report of the Task Force</a>] 
[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0416cb2-2029-1e.pdf"" target=""_blank"">Paper</a>] 
<br /><br />Dr Hon YEUNG Sum moved a motion to call upon CE to consult the people of Hong Kong immediately and submit a supplementary report to reflect public opinions, so as to fulfill Hong Kong people's aspiration for the election of CE and LegCo Members by universal suffrage in 2007 and 2008 respectively.  The motion was deferred to the Panel meeting on 19.4.04 for a decision.","Constitutional Affairs","16.4.04",214
"881","CD",NA,"Constitutional Affairs Panel","Dr Hon YEUNG Sum's motion was negatived.","Constitutional Affairs","19.4.04",215
"882","CD",NA,"Press Release","At the invitation of NPCSC, the Task Force briefed NPCSC representatives on its Second Report in Shenzhen. [<a href=""http://www.info.gov.hk/gia/general/200404/21/0421270.htm"" target=""_blank"">Press release</a>]","Constitutional Affairs","21.4.04 to 22.4.04",216
"883","CD",NA,"Council Motion","Hon Frederick FUNG moved a motion for the Council to adjourn for the purpose of debating the ""Report by the Chief Executive of the Hong Kong Special Administrative Region to the Standing Committee of the National People's Congress on whether there is a need to amend the methods for selecting the Chief Executive of the Hong Kong Special Administrative Region in 2007 and for forming the Legislative Council of the Hong Kong Special Administrative Region in 2008"".  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0422ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 125""]","Constitutional Affairs","22.4.04",217
"884","CD",NA,"Press Release","NPCSC deliberated on the CE's report and promulgated its decision on 26.4.04 (the NPCSC Decision).  The NPCSC Decision is summarized as follows -
<table>
<tr><td valign=""top"">&bull;&nbsp;</td><td valign=""top"">the election of the third term CE in 2007 and LegCo in the fourth term in 2008 should not be by means of universal suffrage;
</td></tr><tr><td valign=""top"">&bull;&nbsp;</td><td valign=""top"">the 50/50 ratio for Members returned by functional and geographical constituencies would remain unchanged for the fourth term LegCo;
</td></tr><tr><td valign=""top"">&bull;&nbsp;</td><td valign=""top"">the procedures for voting on bills and motions in LegCo should remain unchanged; and 
</td></tr><tr><td valign=""top"">&bull;&nbsp;</td><td valign=""top"">subject to the above not being contravened, the ""electoral methods"" could be appropriately amended, consistent with the principle of gradual and orderly progress and in accordance with the relevant provisions of the Basic Law.
</td></tr></table><br />
On 26.4.04, representatives of NPCSC held two forums to meet representatives of various sectors including LegCo Members.
[<a href=""http://www.info.gov.hk/gia/general/200404/26/0426188.htm"" target=""_blank"">CE spoke on NPCSC's constitutional development decision</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200404/26/0426145.htm"" target=""_blank"">CS's statement</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200404/26/0426166.htm"" target=""_blank"">Transcript of question and answer session</a>]","Constitutional Affairs","25.4.04 to 26.4.04",218
"885","CD",NA,"Constitutional Affairs Panel","The Task Force briefed the Panel on the NPCSC Decision and the way forward. [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/cacb2-2174-1e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr03-04/chinese/panels/ca/papers/ca0504-2212-1ce-scan.pdf"" target=""_blank"">NPCSC's decision</a>]","Constitutional Affairs","4.5.04",219
"886","CD",NA,"Council Motion","Hon Frederick FUNG moved a motion on ""Requesting the Chief Executive to submit a supplementary report to the Standing Committee of the National People's Congress"" for debate in the Council.  The motion was negatived.  [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0505ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 133""]","Constitutional Affairs","5.5.04",220
"887","CD",NA,"Press Release","The Third Report of the Task Force was published. 
[<a href=""http://www.info.gov.hk/gia/general/200405/11/0511187.htm"" target=""_blank"">CE's talks about the Third Report</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200405/11/0511209.htm"" target=""_blank"">CS's statement</a>] 
[<a href=""http://www.info.gov.hk/gia/general/200405/11/0511239.htm"" target=""_blank"">Transcript of question and answer session</a>]","Constitutional Affairs","11.5.04",221
"888","CD",NA,"Constitutional Affairs Panel","The Panel was briefed on the Third Report of the Task Force.  The consultation period for the Third Report would end on 31.8.04 [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0517cb2-report3-e.pdf"" target=""_blank"">Third Report of the Task Force</a>] [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0517cb2-2333-3e.pdf"" target=""_blank"">Paper</a>]","Constitutional Affairs","17.5.04",222
"889","CD",NA,"Council Motion","Hon Albert HO moved a motion on ""Regretting the decision of the Standing Committee of the National People's Congress to rule out universal suffrage in the years 2007 and 2008"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0519ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 161""]","Constitutional Affairs","19.5.04",223
"890","CD",NA,"Council Question","Hon Martin LEE raised a question on ""Interpretation of the Basic Law and decision on issues relating to the methods for selecting the Chief Executive in 2007 and for forming the Legislative Council in 2008 by the Standing Committee of the National People's Congress"" at the Council meeting. [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0602ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 74""]","Constitutional Affairs","2.6.04",224
"891","CD",NA,"Council Question","Hon SZETO Wah raised a question on ""The report submitted by the Chief Executive to the Standing Committee of the National People's Congress"" at the Council meeting. [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0609ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 58""] 
<br /><br />Hon Audrey EU raised a written question on ""Registered voters of the functional constituencies"" at the Council meeting. [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0609ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 64""]","Constitutional Affairs","9.6.04",225
"892","CD",NA,"Council Motion","Hon LEE Cheuk-yan moved a motion on ""Demonstrating the people's power on 1 July"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0609ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 127""]","Constitutional Affairs","9.6.04",226
"893","CD",NA,"Press Release","The Task Force commissioned the Central Policy Unit to hold two Seminars on Constitutional Development on 24.5.04 and 11.6.04 respectively. [<a href=""http://www.info.gov.hk/gia/general/200405/22/0521262.htm"" target=""_blank"">Press release</a>]","Constitutional Affairs","24.5.04 and 11.6.04",227
"894","CD",NA,"Constitutional Affairs Panel","Arising from members' concern about certain remarks made by Mr Zhu Yucheng, Director of the Institute of Hong Kong and Macao Affairs (IHKMA), at a forum on 15.5.04 2004 and as agreed at the Panel meeting on 17.5.04, the Panel Chairman wrote to invite Mr Zhu to attend a meeting of the Panel to exchange views with members on the relevant issues. [<a href=""http://www.legco.gov.hk/yr03-04/chinese/panels/ca/papers/ca0621cb2-2510-1c.pdf"" target=""_blank"">Letter</a> (Chinese version only)] 
<br /><br />The Task Force briefed the Panel on its progress of work since 17.5.04, including details of the two Seminars on Constitutional Development. [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0621cb2-2857-2e.pdf"" target=""_blank"">Paper</a>]","Constitutional Affairs","21.6.04",228
"895","CD",NA,"Constitutional Affairs Panel","IHKMA had replied that Mr Zhu Yucheng would not attend a meeting of the Panel.  Excerpts from two publications, i.e. ""The Downing Street Years"" and ""鄧小平文選"" were attached to IHKMA's letter dated 25.6.04 for members' reference. 
[<a href=""http://www.legco.gov.hk/yr03-04/chinese/panels/ca/papers/ca0517cb2-3074-1c-scan.pdf"" target=""_blank"">IHKMA's Letter</a> (Chinese version only)] 
[<a href=""http://www.legco.gov.hk/yr03-04/chinese/panels/ca/papers/ca0517cb2-3074-2c.pdf"" target=""_blank"">CA Panel Chairman's letter</a> (Chinese version only)]","Constitutional Affairs","25.6.04 and 12.7.04",229
